Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
Amazon,JNE3708-TU-XXL,Top,XXL,1,INR,690,CHANDIGARH,CHANDIGARH,160022,IN,FALSE
Myntra,JNE3721-KR-XXL,kurta,XXL,1,INR,322,HYDERABAD,TELANGANA,500059,IN,FALSE
Myntra,JNE3608-KR-L,kurta,L,1,INR,362,BANGALORE,KARNATAKA,560037,IN,FALSE
Myntra,JNE3567-KR-M,kurta,M,1,INR,399,TARIKERE,KARNATAKA,577228,IN,FALSE
Myntra,JNE3802-KR-XS,kurta,XS,1,INR,459,SAWAI MADHOPUR,RAJASTHAN,322234,IN,FALSE
Amazon,JNE3405-KR-L,kurta,L,1,INR,399,GURUGRAM,HARYANA,122009,IN,FALSE
Amazon,JNE3567-KR-XXL,kurta,XXL,1,INR,399,NEW DELHI,DELHI,110018,IN,FALSE
Flipkart,SET269-KR-NP-L,Set,L,1,INR,799,MUMBAI,MAHARASHTRA,400093,IN,FALSE
Myntra,JNE3869-DR-XXL,Western Dress,XXL,1,INR,721,BIDHAN NAGAR,WEST BENGAL,700064,IN,FALSE
Flipkart,SET145-KR-NP-XL,Set,XL,1,INR,764,RANCHI,JHARKHAND,834003,IN,FALSE
Amazon,JNE3405-KR-XXL,kurta,XXL,1,INR,399,Guwahati,ASSAM,781028,IN,FALSE
Amazon,JNE3399-KR-XS,kurta,XS,1,INR,435,THIRUVANANTHAPURAM,KERALA,695004,IN,FALSE
Amazon,JNE3784-KR-L,kurta,L,1,INR,496,KOLKATA,WEST BENGAL,700041,IN,FALSE
Flipkart,J0157-DR-XXL,Western Dress,XXL,1,INR,817,Chennai,TAMIL NADU,600089,IN,FALSE
Myntra,J0209-DR-XXL,Ethnic Dress,XXL,1,INR,721,BENGALURU,KARNATAKA,560047,IN,FALSE
Amazon,J0157-DR-XL,Western Dress,XL,1,INR,659,THANE,MAHARASHTRA,400607,IN,FALSE
Amazon,J0158-DR-XXXL,Western Dress,3XL,1,INR,825,GURGAON,HARYANA,122003,IN,FALSE
Amazon,JNE3405-KR-XS,kurta,XS,1,INR,399,NAVI MUMBAI,MAHARASHTRA,400706,IN,FALSE
Ajio,JNE3487-KR-L,kurta,L,1,INR,345,BENGALURU,KARNATAKA,560067,IN,FALSE
Flipkart,J0301-TP-L,Top,L,1,INR,693,GUWAHATI,ASSAM,781001,IN,FALSE
Flipkart,JNE2199-KR-411-A-M,kurta,M,1,INR,394,HYDERABAD,TELANGANA,500081,IN,FALSE
Amazon,JNE3405-KR-S,kurta,S,1,INR,399,Tarbha,ODISHA,767016,IN,FALSE
Myntra,JNE3405-KR-L,kurta,L,1,INR,449,CUNCOLIM,GOA,403703,IN,FALSE
Flipkart,JNE3454-KR-S,kurta,S,1,INR,419,REWA,MADHYA PRADESH,486001,IN,FALSE
Amazon,SET278-KR-NP-XXXL,Set,3XL,1,INR,1432,VARANASI,UTTAR PRADESH,221003,IN,FALSE
Amazon,JNE3611-KR-L,kurta,L,1,INR,469,SRIKALAHASTI,ANDHRA PRADESH,517640,IN,FALSE
Myntra,SAR012,Saree,Free,1,INR,399,SOLAPUR,MAHARASHTRA,413006,IN,FALSE
Myntra,NW005-ST-PJ-S,Set,S,1,INR,579,HOSUR,TAMIL NADU,635109,IN,FALSE
Amazon,J0230-SKD-S,Set,S,1,INR,999,GUWAHATI,ASSAM,781003,IN,FALSE
Amazon,SET377-KR-NP-S,Set,S,1,INR,1068,PIMPRI CHINCHWAD,MAHARASHTRA,411061,IN,FALSE
Myntra,JNE3712-TP-N-L,Top,L,1,INR,518,Bidadi,KARNATAKA,562109,IN,FALSE
Flipkart,JNE3795-KR-L,kurta,L,1,INR,497,NAMCHI,SIKKIM,737126,IN,FALSE
Meesho,SET131-KR-NP-A-XXL,Set,XXL,1,INR,567,BENGALURU,KARNATAKA,560037,IN,FALSE
Flipkart,SET194-KR-NP-M,Set,M,1,INR,616,BHUBANESWAR,ODISHA,751001,IN,FALSE
Ajio,BL104-M,Blouse,M,1,INR,665,Hyderabad,TELANGANA,500063,IN,FALSE
Flipkart,JNE3567-KR-XL,kurta,XL,1,INR,399,NEW DELHI,DELHI,110086,IN,FALSE
Amazon,J0041-SET-S,Set,S,1,INR,660,Vishakapatnam,ANDHRA PRADESH,531021,IN,FALSE
Meesho,J0354-KR-L,kurta,L,1,INR,597,Edapally,KERALA,682024,IN,FALSE
Myntra,J0335-DR-XL,Western Dress,XL,1,INR,1294,Hyderabad,TELANGANA,500011,IN,FALSE
Amazon,J0347-SET-XXXL,Set,3XL,1,INR,599,Hyderabad,TELANGANA,500062,IN,FALSE
Flipkart,JNE3640-TP-N-XL,Top,XL,1,INR,518,HYDERABAD,TELANGANA,509325,IN,FALSE
Flipkart,SET268-KR-NP-L,Set,L,1,INR,698,MUMBAI,MAHARASHTRA,400011,IN,FALSE
Myntra,SET395-KR-NP-XXXL,Set,3XL,1,INR,933,Lucknow,UTTAR PRADESH,226015,IN,FALSE
Amazon,JNE3763-KR-XXXL,kurta,3XL,1,INR,432,AHMEDABAD,GUJARAT,380015,IN,FALSE
Nalli,JNE3611-KR-XXL,kurta,XXL,1,INR,459,Ernakulam,KERALA,683502,IN,FALSE
Others,SET310-KR-NP-S,Set,S,1,INR,999,BOKARO STEEL CITY,JHARKHAND,827001,IN,FALSE
Meesho,J0005-DR-XL,Western Dress,XL,1,INR,899,HYDERABAD,TELANGANA,502325,IN,FALSE
Myntra,JNE3764-KR-XL,kurta,XL,1,INR,487,HYDERABAD,TELANGANA,500072,IN,FALSE
Nalli,SET138-KR-PP-XL,Set,XL,1,INR,737,Ahmedabad,GUJARAT,380058,IN,FALSE
Myntra,SET288-KR-NP-M,Set,M,1,INR,650,DIMAPUR,NAGALAND,797112,IN,FALSE
Amazon,JNE3629-KR-XL,kurta,XL,1,INR,526,QUEPEM,GOA,403705,IN,FALSE
Amazon,JNE3468-KR-S,kurta,S,1,INR,397,PUNE,MAHARASHTRA,411057,IN,FALSE
Amazon,JNE3690-TU-L,Top,L,1,INR,522,MUMBAI,MAHARASHTRA,400091,IN,TRUE
Amazon,JNE3405-KR-M,kurta,M,1,INR,399,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN,FALSE
Myntra,J0341-DR-M,Western Dress,M,1,INR,842,GREATER NOIDA,UTTAR PRADESH,201310,IN,FALSE
Flipkart,J0339-DR-XL,Western Dress,XL,1,INR,791,PUNE,MAHARASHTRA,411028,IN,FALSE
Amazon,JNE3697-KR-S,kurta,S,1,INR,486,UDUPI,KARNATAKA,576104,IN,FALSE
Myntra,J0124-TP-M,Top,M,1,INR,766,Bengaluru,KARNATAKA,560013,IN,FALSE
Amazon,J0095-SET-XXL,Set,XXL,1,INR,647,BENGALURU,KARNATAKA,560064,IN,FALSE
Myntra,JNE3405-KR-XL,kurta,XL,1,INR,435,PURI,ODISHA,752014,IN,FALSE
Flipkart,JNE3405-KR-S,kurta,S,1,INR,399,MAHAD,MAHARASHTRA,402301,IN,FALSE
Flipkart,J0285-SKD-L,Set,L,1,INR,1442,Narnaul,HARYANA,123001,IN,FALSE
Amazon,SET347-KR-NP-S,Set,S,1,INR,852,KOLKATA,WEST BENGAL,700019,IN,FALSE
Amazon,JNE3714-KR-XXXL,kurta,3XL,1,INR,487,TUMAKURU,KARNATAKA,572104,IN,FALSE
Amazon,SET333-KR-DPT-S,Set,S,1,INR,967,NOIDA,UTTAR PRADESH,201306,IN,FALSE
Amazon,JNE3459-KR-XXL,kurta,XXL,1,INR,442,HUBBALLI,KARNATAKA,580021,IN,FALSE
Amazon,SET183-KR-DH-M,Set,M,1,INR,730,NAGPUR,MAHARASHTRA,440007,IN,FALSE
Amazon,SET187-KR-DH-XS,Set,XS,1,INR,671,GURUGRAM,HARYANA,122001,IN,FALSE
Myntra,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,MANGRULPIR,MAHARASHTRA,444403,IN,FALSE
Amazon,JNE3405-KR-XXL,kurta,XXL,1,INR,399,BENGALURU,KARNATAKA,560032,IN,FALSE
Myntra,JNE3607-KR-L,kurta,L,1,INR,471,THANE,MAHARASHTRA,401107,IN,FALSE
Amazon,SET187-KR-DH-XS,Set,XS,1,INR,671,DARIBA,RAJASTHAN,313211,IN,FALSE
Amazon,SET363-KR-NP-XL,Set,XL,1,INR,1257,BHUBANESWAR,ODISHA,751020,IN,FALSE
Amazon,SET343-KR-NP-XXXL,Set,3XL,1,INR,850,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE
Ajio,J0230-SKD-XL,Set,XL,1,INR,969,BENGALURU,KARNATAKA,560102,IN,FALSE
Amazon,JNE3751-KR-L,kurta,L,1,INR,385,ALLAHABAD,UTTAR PRADESH,211012,IN,FALSE
Flipkart,JNE3439-KR-XL,kurta,XL,1,INR,379,NEW DELHI,DELHI,110019,IN,FALSE
Flipkart,JNE3697-KR-XL,kurta,XL,1,INR,486,KHAMMAM,TELANGANA,507002,IN,FALSE
Amazon,PJNE2171-KR-N-6XL,kurta,6XL,1,INR,1099,HYDERABAD,TELANGANA,500081,IN,FALSE
Myntra,JNE3479-KR-L,kurta,L,1,INR,301,NEW DELHI,DELHI,110091,IN,FALSE
Myntra,JNE3648-TP-N-L,Top,L,1,INR,729,VARANASI,UTTAR PRADESH,221001,IN,FALSE
Myntra,JNE3368-KR-XL,kurta,XL,1,INR,449,TIRUNELVELI,TAMIL NADU,627004,IN,FALSE
Amazon,JNE2100-KR-144-M,kurta,M,1,INR,357,MUMBAI,MAHARASHTRA,400068,IN,FALSE
Myntra,MEN5007-KR-M,kurta,M,1,INR,606,NORTH GUWAHATI,ASSAM,781039,IN,FALSE
Amazon,MEN5009-KR-L,kurta,L,1,INR,499,NEW DELHI,DELHI,110015,IN,FALSE
Myntra,SET269-KR-NP-L,Set,L,1,INR,799,UNNAO,UTTAR PRADESH,209801,IN,FALSE
Others,SAR019,Saree,Free,1,INR,563,Ahmedabad,GUJARAT,380058,IN,FALSE
Flipkart,SET304-KR-DPT-L,Set,L,1,INR,1186,Bhubaneswar,ODISHA,751022,IN,FALSE
Amazon,J0349-SET-XL,Set,XL,1,INR,888,New Delhi,DELHI,110019,IN,FALSE
Amazon,J0092-SET-XL,Set,XL,1,INR,999,NEW DELHI,DELHI,110048,IN,FALSE
Flipkart,SET098-KR-PP-S,Set,S,1,INR,696,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
Myntra,J0285-SKD-XXL,Set,XXL,1,INR,1442,MUMBAI,MAHARASHTRA,400068,IN,FALSE
Myntra,J0005-DR-XL,Western Dress,XL,1,INR,899,Puducherry,PUDUCHERRY,605001,IN,FALSE
Amazon,NW012-TP-PJ-L,Set,L,1,INR,521,VASCO DA GAMA,GOA,403801,IN,FALSE
Amazon,SET278-KR-NP-M,Set,M,1,INR,1450,GUNTUR,ANDHRA PRADESH,522006,IN,FALSE
Others,SET375-KR-NP-M,Set,M,1,INR,664,DHANBAD,JHARKHAND,826005,IN,FALSE
Amazon,SET364-KR-NP-XS,Set,XS,1,INR,1126,BENGALURU,KARNATAKA,560052,IN,FALSE
Myntra,SAR018,Saree,Free,1,INR,458,BENGALURU,KARNATAKA,560077,IN,FALSE
Myntra,JNE3797-KR-XXL,Western Dress,XXL,1,INR,725,MUMBAI,MAHARASHTRA,400091,IN,FALSE
Amazon,SET187-KR-DH-L,Set,L,1,INR,671,LUCKNOW,UTTAR PRADESH,226018,IN,FALSE
Flipkart,J0230-SKD-L,Set,L,1,INR,1111,RAJKOT,GUJARAT,360001,IN,FALSE
Myntra,J0002-SKD-M,Set,M,1,INR,1125,MEDINIPUR,WEST BENGAL,721101,IN,FALSE
Myntra,J0341-DR-XS,Western Dress,XS,1,INR,743,HYDERABAD,TELANGANA,500084,IN,FALSE
Flipkart,SET257-KR-PP-M,Set,M,1,INR,563,SOUTH DELHI,DELHI,110017,IN,FALSE
Amazon,SET264-KR-NP-L,Set,L,1,INR,824,Bangalore,KARNATAKA,560011,IN,FALSE
Myntra,BL104-XXL,Blouse,XXL,1,INR,625,BELAGAVI,KARNATAKA,590019,IN,FALSE
Amazon,JNE3560-KR-XL,kurta,XL,1,INR,544,MUMBAI,MAHARASHTRA,400037,IN,FALSE
Flipkart,JNE3697-KR-XXL,kurta,XXL,1,INR,486,PALUVAI,KERALA,680104,IN,FALSE
Amazon,SET397-KR-NP-S,Set,S,1,INR,979,calicut,KERALA,673005,IN,FALSE
Myntra,J0337-TP-L,Top,L,1,INR,499,AJMER,RAJASTHAN,305004,IN,FALSE
Nalli,SET324-KR-NP-M,Set,M,1,INR,597,BENGALURU,KARNATAKA,560097,IN,FALSE
Myntra,JNE3645-TP-N-XXL,Top,XXL,1,INR,663,delhi,DELHI,110019,IN,FALSE
Amazon,SET310-KR-NP-S,Set,S,1,INR,999,JAIPUR,RAJASTHAN,302027,IN,FALSE
Ajio,JNE3892-TP-XL,Top,XL,1,INR,648,navi mumbai,MAHARASHTRA,400706,IN,FALSE
Meesho,SET277-KR-NP-M,Set,M,1,INR,1268,KANPUR,UTTAR PRADESH,208021,IN,FALSE
Amazon,J0354-KR-L,kurta,L,1,INR,635,HYDERABAD,TELANGANA,500084,IN,FALSE
Flipkart,SAR002,Saree,Free,1,INR,475,YAVATMAL,MAHARASHTRA,445001,IN,FALSE
Meesho,J0281-SKD-XL,Set,XL,1,INR,1389,MUMBAI,MAHARASHTRA,400057,IN,FALSE
Myntra,JNE3405-KR-S,kurta,S,1,INR,399,PIMPRI CHINCHWAD,MAHARASHTRA,411044,IN,FALSE
Amazon,J0339-DR-L,Western Dress,L,1,INR,743,GURUGRAM,HARYANA,122018,IN,FALSE
Myntra,SAR030,Saree,Free,1,INR,759,BHIWADI,RAJASTHAN,301019,IN,FALSE
Flipkart,NW012-TP-PJ-XXXL,Set,3XL,1,INR,521,VISAKHAPATNAM,ANDHRA PRADESH,530026,IN,FALSE
Flipkart,J0380-SKD-XXL,Set,XXL,1,INR,1438,CHALAKUDY,KERALA,680307,IN,FALSE
Myntra,SET324-KR-NP-M,Set,M,1,INR,597,GUNTUR,ANDHRA PRADESH,522236,IN,FALSE
Myntra,J0330-KR-XXXL,kurta,3XL,1,INR,575,BOLPUR,WEST BENGAL,731204,IN,FALSE
Flipkart,MEN5009-KR-XXXL,kurta,3XL,1,INR,688,CHENNAI,TAMIL NADU,600061,IN,FALSE
Ajio,MEN5011-KR-XL,kurta,XL,1,INR,495,THIRUVANANTHAPURAM,KERALA,695006,IN,FALSE
Amazon,MEN5023-KR-M,kurta,M,1,INR,549,BAGGAR,RAJASTHAN,333023,IN,FALSE
Amazon,J0126-SKD-M,Set,M,1,INR,783,JHAJJAR,HARYANA,124103,IN,FALSE
Flipkart,PJNE2014-KR-N-5XL,kurta,5XL,1,INR,760,NEW DELHI,DELHI,110013,IN,FALSE
Myntra,JNE3798-KR-L,Western Dress,L,1,INR,735,mysore,KARNATAKA,570009,IN,FALSE
Flipkart,SAR007,Saree,Free,1,INR,654,BHOPAL,MADHYA PRADESH,462026,IN,FALSE
Amazon,J0249-SKD-XXL,Set,XXL,1,INR,939,KOLKATA,WEST BENGAL,700008,IN,FALSE
Meesho,J0301-TP-XL,Top,XL,1,INR,693,NEW DELHI,DELHI,110024,IN,FALSE
Myntra,SET350-KR-NP-S,Set,S,1,INR,1122,NEW DELHI,DELHI,110067,IN,FALSE
Myntra,JNE3794-KR-XXL,kurta,XXL,1,INR,499,MUMBAI,MAHARASHTRA,400037,IN,FALSE
Flipkart,JNE3797-KR-M,Western Dress,M,1,INR,771,MALAPPURAM,KERALA,673641,IN,FALSE
Myntra,SAR011,Saree,Free,1,INR,1388,VISHRAMPUR,CHHATTISGARH,497229,IN,FALSE
Flipkart,SET393-KR-NP-XXL,Set,XXL,1,INR,955,GHAZIABAD,UTTAR PRADESH,201012,IN,FALSE
Amazon,J0005-DR-XS,Western Dress,XS,1,INR,899,CHENNAI,TAMIL NADU,600100,IN,FALSE
Myntra,J0349-SET-L,Set,L,1,INR,852,BENGALURU,KARNATAKA,560076,IN,FALSE
Amazon,JNE3567-KR-S,kurta,S,1,INR,399,NORTH GUWAHATI,ASSAM,781030,IN,FALSE
Amazon,MEN5009-KR-L,kurta,L,1,INR,499,ERNAKULAM,KERALA,682304,IN,FALSE
Amazon,MEN5024-KR-L,kurta,L,1,INR,475,KOLKATA,WEST BENGAL,700052,IN,FALSE
Flipkart,MEN5011-KR-L,kurta,L,1,INR,484,BENGALURU,KARNATAKA,560028,IN,FALSE
Meesho,MEN5022-KR-XXXL,kurta,3XL,1,INR,530,KOLKATA,WEST BENGAL,700031,IN,FALSE
Others,MEN5010-KR-XXL,kurta,XXL,1,INR,462,THANE West,MAHARASHTRA,400615,IN,FALSE
Amazon,J0003-SET-M,Set,M,1,INR,646,Ghaziabad,UTTAR PRADESH,201013,IN,FALSE
Flipkart,JNE3784-KR-M,kurta,M,1,INR,458,PUNE,MAHARASHTRA,411005,IN,FALSE
Nalli,J0341-DR-M,Western Dress,M,1,INR,842,Chennai,TAMIL NADU,603103,IN,FALSE
Flipkart,SET182-KR-DH-L,Set,L,1,INR,699,NEW DELHI,DELHI,110062,IN,FALSE
Amazon,J0304-TP-XXL,Top,XXL,1,INR,297,THANE,MAHARASHTRA,400615,IN,FALSE
Amazon,JNE3420-KR-XXL,kurta,XXL,1,INR,299,NAVI MUMBAI,MAHARASHTRA,410218,IN,FALSE
Amazon,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,735,PORT BLAIR,ANDAMAN & NICOBAR ,744101,IN,FALSE
Flipkart,J0209-DR-L,Ethnic Dress,L,1,INR,885,HYDERABAD,TELANGANA,500010,IN,FALSE
Amazon,JNE3461-KR-M,kurta,M,1,INR,399,BIKANER,RAJASTHAN,334001,IN,FALSE
Amazon,JNE3864-TU-XXXL,Top,3XL,1,INR,599,JAMSHEDPURJamshedpur,JHARKHAND,831004,IN,FALSE
Myntra,JNE3686-TU-XXXL,Top,3XL,1,INR,432,BENGALURU,KARNATAKA,560076,IN,FALSE
Ajio,J0294-TP-XL,Top,XL,1,INR,396,JAMSHEDPUR,JHARKHAND,831004,IN,FALSE
Others,JNE3568-KR-XL,kurta,XL,1,INR,399,DEWAS,MADHYA PRADESH,455001,IN,FALSE
Amazon,SET252-KR-PP-M,Set,M,1,INR,759,ZIRAKPUR,PUNJAB,140603,IN,FALSE
Amazon,SET130-KR-NP-M,Set,M,1,INR,547,HYDERABAD,TELANGANA,500090,IN,FALSE
Amazon,SAR019,Saree,Free,1,INR,969,UTTARKASHI,UTTARAKHAND,249151,IN,FALSE
Amazon,JNE3708-TU-XS,Top,XS,1,INR,749,RAJKOT,GUJARAT,360004,IN,FALSE
Amazon,SET224-KR-NP-XXXL,Set,3XL,1,INR,1098,CHENNAI,TAMIL NADU,600031,IN,FALSE
Amazon,JNE3801-KR-XXXL,kurta,3XL,1,INR,735,ALWAR,RAJASTHAN,301001,IN,FALSE
Ajio,SET187-KR-DH-XL,Set,XL,1,INR,599,THANE,MAHARASHTRA,401107,IN,FALSE
Myntra,JNE3291-KR-XL,kurta,XL,1,INR,442,BALLY,WEST BENGAL,711201,IN,FALSE
Myntra,JNE3741-KR-L,kurta,L,1,INR,459,HYDERABAD,TELANGANA,500085,IN,FALSE
Ajio,J0003-SET-L,Set,L,1,INR,696,KANPUR,UTTAR PRADESH,208021,IN,FALSE
Amazon,SAR001,Saree,Free,1,INR,417,Sullia,KARNATAKA,574239,IN,FALSE
Ajio,JNE3697-KR-XXL,kurta,XXL,1,INR,486,BHILAI,CHHATTISGARH,490023,IN,FALSE
Myntra,JNE3471-KR-S,kurta,S,1,INR,295,MUMBAI,MAHARASHTRA,400086,IN,FALSE
Flipkart,JNE3869-DR-XXL,Western Dress,XXL,1,INR,688,GREATER NOIDA,UTTAR PRADESH,201310,IN,FALSE
Ajio,JNE3423-KR-S,kurta,S,1,INR,379,BENGALURU,KARNATAKA,560097,IN,FALSE
Flipkart,JNE3405-KR-XXL,kurta,XXL,1,INR,399,KALADHUNGI,UTTARAKHAND,263139,IN,FALSE
Flipkart,J0310-TP-L,Top,L,1,INR,339,KRISHNARAJPET,KARNATAKA,571426,IN,FALSE
Myntra,SET364-KR-NP-XL,Set,XL,1,INR,1126,GORAKHPUR,UTTAR PRADESH,273010,IN,FALSE
Amazon,JNE3261-KR-XXL,kurta,XXL,1,INR,382,NIZAMABAD,TELANGANA,503001,IN,FALSE
Myntra,SAR002,Saree,Free,1,INR,424,THENI ALLINAGARAM,TAMIL NADU,625531,IN,FALSE
Amazon,SET333-KR-DPT-L,Set,L,1,INR,967,BENGALURU,KARNATAKA,560092,IN,FALSE
Amazon,JNE3869-DR-S,Western Dress,S,1,INR,688,VISAKHAPATNAM,ANDHRA PRADESH,530044,IN,FALSE
Amazon,JNE3797-KR-L,Western Dress,L,1,INR,715,BENGALURU,KARNATAKA,560066,IN,FALSE
Amazon,J0008-SKD-S,Set,S,1,INR,1075,HYDERABAD,TELANGANA,500079,IN,FALSE
Nalli,SET388-KR-NP-XXXL,Set,3XL,1,INR,1499,HYDERABAD,TELANGANA,502032,IN,FALSE
Others,SET358-KR-NP-S,Set,S,1,INR,1398,NADBAI,RAJASTHAN,321602,IN,FALSE
Myntra,J0349-SET-M,Set,M,1,INR,852,GHAZIABAD,UTTAR PRADESH,201009,IN,FALSE
Myntra,SAR007,Saree,Free,1,INR,788,GURUGRAM,HARYANA,122018,IN,FALSE
Amazon,J0344-TP-M,Top,M,1,INR,758,HYDERABAD,TELANGANA,500019,IN,FALSE
Myntra,SET324-KR-NP-L,Set,L,1,INR,597,THANE,MAHARASHTRA,400603,IN,FALSE
Myntra,J0010-LCD-S,Set,S,1,INR,939,Bangalore,KARNATAKA,560077,IN,FALSE
Amazon,SAR016,Saree,Free,1,INR,597,SEONI,MADHYA PRADESH,480661,IN,FALSE
Amazon,JNE3423-KR-L,kurta,L,1,INR,399,PUNE,MAHARASHTRA,411038,IN,FALSE
Myntra,JNE3160-KR-G-M,kurta,M,1,INR,729,BENGALURU,KARNATAKA,560100,IN,FALSE
Flipkart,JNE3643-TP-N-XL,Top,XL,1,INR,259,PIMPRI CHINCHWAD,MAHARASHTRA,412105,IN,FALSE
Myntra,SET388-KR-NP-XS,Set,XS,1,INR,1299,BENGALURU,KARNATAKA,560076,IN,FALSE
Amazon,MEN5012-KR-XXXL,kurta,3XL,1,INR,499,Faridabad,HARYANA,121004,IN,FALSE
Amazon,SET197-KR-NP-M,Set,M,4,INR,3036,LUCKNOW,UTTAR PRADESH,226002,IN,FALSE
Amazon,J0379-SKD-XL,Set,XL,1,INR,1369,BHUBANESWAR,ODISHA,751020,IN,FALSE
Meesho,SET340-KR-NP-XS,Set,XS,1,INR,799,CHENNAI,TAMIL NADU,600057,IN,FALSE
Amazon,J0382-SKD-L,Set,L,1,INR,1173,Payyanur,KERALA,670307,IN,FALSE
Flipkart,SET233-KR-PP-M,Set,M,1,INR,529,AJMER,RAJASTHAN,305001,IN,FALSE
Others,SET110-KR-PP-XXXL,Set,3XL,1,INR,837,LAKHIMPUR Kheri,UTTAR PRADESH,262701,IN,FALSE
Amazon,SAR027,Saree,Free,1,INR,1432,AKIVIDU,ANDHRA PRADESH,534235,IN,FALSE
Amazon,JNE3720-KR-XXXL,kurta,3XL,1,INR,517,SOLAPUR,MAHARASHTRA,413002,IN,FALSE
Nalli,J0301-TP-XL,Top,XL,1,INR,497,NAGAON,ASSAM,782003,IN,FALSE
Nalli,JNE3608-KR-XL,kurta,XL,1,INR,345,THIRUVANANTHAPURAM,KERALA,695012,IN,FALSE
Myntra,SAR007,Saree,Free,1,INR,688,MUMBAI,MAHARASHTRA,400053,IN,FALSE
Myntra,BTM043-PP-S,Bottom,S,1,INR,377,HYDERABAD,TELANGANA,500032,IN,FALSE
Flipkart,J0095-SET-L,Set,L,1,INR,634,Sohna,HARYANA,122103,IN,FALSE
Myntra,JNE3476-KR-S,kurta,S,1,INR,399,Bidar,KARNATAKA,585403,IN,FALSE
Nalli,SET110-KR-PP-XS,Set,XS,1,INR,788,PALAKKAD,KERALA,678731,IN,TRUE
Nalli,JNE3405-KR-L,kurta,L,1,INR,399,RANCHI,JHARKHAND,834001,IN,FALSE
Ajio,BL086-L,Blouse,L,1,INR,788,HOSHANGABAD,MADHYA PRADESH,461001,IN,FALSE
Amazon,SET233-KR-PP-XXL,Set,XXL,1,INR,545,UDAIPUR,RAJASTHAN,313002,IN,FALSE
Amazon,JNE3613-KR-XXL,kurta,XXL,1,INR,405,GUNTUR,ANDHRA PRADESH,522004,IN,FALSE
Others,J0382-SKD-M,Set,M,1,INR,1268,BENGALURU,KARNATAKA,560078,IN,FALSE
Amazon,JNE2291-KR-602-S,kurta,S,1,INR,376,HYDERABAD,TELANGANA,502032,IN,FALSE
Flipkart,SET098-KR-PP-M,Set,M,1,INR,696,GURUGRAM,HARYANA,122022,IN,FALSE
Amazon,SET156-KR-NP-XL,Set,XL,1,INR,680,New Delhi,DELHI,110026,IN,FALSE
Amazon,JNE3756-KR-XL,kurta,XL,1,INR,487,Pune,MAHARASHTRA,411036,IN,FALSE
Others,SET110-KR-PP-XS,Set,XS,1,INR,788,MUMBAI,MAHARASHTRA,400068,IN,FALSE
Myntra,J0119-TP-XL,Top,XL,1,INR,540,MUMBAI,MAHARASHTRA,400053,IN,FALSE
Amazon,MEN5032-KR-L,kurta,L,1,INR,562,GURUGRAM,HARYANA,122001,IN,FALSE
Meesho,JNE3757-KR-XXL,kurta,XXL,1,INR,487,Vadodara,GUJARAT,390022,IN,FALSE
Flipkart,JNE3866-KR-XL,kurta,XL,1,INR,753,HYDERABAD,TELANGANA,500082,IN,FALSE
Amazon,J0148-SET-XS,Set,XS,1,INR,599,KHAMMAM,TELANGANA,507204,IN,FALSE
Meesho,SET254-KR-NP-M,Set,M,1,INR,886,RAIPUR,CHHATTISGARH,492009,IN,FALSE
Myntra,J0344-TP-XL,Top,XL,1,INR,574,NEW DELHI,DELHI,110002,IN,FALSE
Flipkart,PJ0096-KR-N-6XL,kurta,6XL,1,INR,696,KOLKATA,WEST BENGAL,700047,IN,FALSE
Myntra,SET397-KR-NP  -M,Set,M,1,INR,1186,GHAZIABAD,UTTAR PRADESH,201003,IN,FALSE
Ajio,J0212-DR-M,Ethnic Dress,M,1,INR,791,BENGALURU,KARNATAKA,560066,IN,FALSE
Amazon,JNE1951-KR-155-XXL,kurta,XXL,1,INR,368,KARKAL,KARNATAKA,574104,IN,FALSE
Ajio,J0013-SKD-M,Set,M,1,INR,1008,NAHAN,HIMACHAL PRADESH,173001,IN,FALSE
Myntra,J0381-SKD-L,Set,L,1,INR,1324,BENGALURU,KARNATAKA,560035,IN,FALSE
Myntra,MEN5015-KR-M,kurta,M,1,INR,475,ANAND,GUJARAT,388001,IN,FALSE
Amazon,J0328-KR-XXL,kurta,XXL,1,INR,927,LUCKNOW,UTTAR PRADESH,226021,IN,FALSE
Myntra,JNE3467-KR-S,kurta,S,1,INR,345,CHENNAI,TAMIL NADU,600106,IN,FALSE
Amazon,JNE3797-KR-A-M,Western Dress,M,1,INR,771,PUNE,MAHARASHTRA,411021,IN,FALSE
Flipkart,NW003-TP-PJ-XXXL,Set,3XL,1,INR,495,NEW DELHI,DELHI,110077,IN,FALSE
Myntra,MEN5017-KR-S,kurta,S,1,INR,736,MADURAI,TAMIL NADU,625002,IN,FALSE
Amazon,JNE3796-KR-XL,kurta,XL,1,INR,345,Chennai,TAMIL NADU,600017,IN,FALSE
Amazon,J0005-DR-S,Western Dress,S,1,INR,899,BENGALURU,KARNATAKA,560025,IN,FALSE
Flipkart,J0213-TP-L,Top,L,1,INR,599,Ludhiana,PUNJAB,141010,IN,FALSE
